loadcase,configuration,partition,component,section_id,label,cen_x,cen_y,cen_z,Fx,Fy,Fz,Mx,My,Mz
LC100245,FF,component,wing rh,50000006,RH Wing 6,158.4834695,30.0,96.0,0.3003986124,-0.1401108365,34.67885265,50.48080983118507,-14.637008690448965,-1.4810568137522608
LC100245,ALL,vehicle,vehicle,1,Nosecone,102.3575,0.0,100.0,22.5666018582,1.2282471170000013,-14.7548144688,1.3729283482404213,43.777430004903636,4.221134372480691
LC100245,ALL,vehicle,vehicle,2,Fwd Body 1,108.97,0.0,100.0,-4.538364642000002,-6.188290160000003,-25.774805336,-1.1322902761448859,40.695003959455335,-9.81836520751915
LC100245,ALL,vehicle,vehicle,3,Fwd Body 2,118.97,0.0,100.0,-16.59590152199,3.0056661158000044,-55.0632001349,-0.7829855201051714,42.37362905377995,-2.872792084988191
LC100245,ALL,vehicle,vehicle,4,Mid Body 1,128.97,0.0,100.0,-0.18272308324199993,-1.2738995418999997,-50.5919071486,-16.67172958400016,-28.74724805914866,5.367649806433803
LC100245,ALL,vehicle,vehicle,5,Mid Body 2,138.97,0.0,100.0,-0.0828144231524,-0.8608615972999999,7.7242784723,-16.020943657031708,-198.35065510688264,-2.431275078563644
LC100245,ALL,vehicle,vehicle,6,Mid Body 3,148.97,0.0,100.0,-2.03559207024,-0.42323995870000003,388.6495684523,-52.99231227022563,-45.79348024156934,1.2112379737947236
LC100245,ALL,vehicle,vehicle,7,Mid Body 4,158.97,0.0,100.0,0.269350745619,-0.02496514779999997,208.106578457252,-23.01280216672938,511.1840197898164,0.493130848172203
LC100245,ALL,vehicle,vehicle,8,Aft Body 1,168.97,0.0,100.0,-0.040836827644000005,-0.09765778699999945,-53.598641545,-15.265905554090146,-46.14925996558304,-0.5205273117322484
LC100245,ALL,vehicle,vehicle,9,Aft Body 2,178.97,0.0,100.0,10.4144736737,0.3932804461,-45.922807843,45.59300603390498,2.8704460233129794,-1.6109691330016318
LC100245,ALL,vehicle,vehicle,10,Aft Body 3,189.485,0.0,100.0,-8.52019703792,4.2449274423,-64.3482721505,194.92718421752397,-109.341103690007,-22.468112694873867
LC100490,ALL,component,fuselage,30000001,Nosecone,102.3575,0.0,100.0,8.099005095499999,0.5309237494000008,-1.04039922731,0.6486503985323537,3.8459522881142902,1.1082942507368756
LC100490,ALL,component,fuselage,30000002,Fwd Body 1,108.97,0.0,100.0,-3.3064800682999995,0.39659210160000097,18.975057689979998,-1.851368170353659,2.426516297879971,-2.223783877077942
LC100490,ALL,component,fuselage,30000003,Fwd Body 2,118.97,0.0,100.0,-4.680756216002,1.4642832889000001,44.130370345,3.7367128184145315,-33.175561846611345,-1.8304831180481074
LC100490,ALL,component,fuselage,30000004,Mid Body 1,128.97,0.0,100.0,-0.064992537273,-0.2620618073999999,34.91427211703,8.727855797772168,19.6932799686374,1.5058589595497196
LC100490,ALL,component,fuselage,30000005,Mid Body 2,138.97,0.0,100.0,-0.1772817482203,0.5782946043999999,21.0987172498,7.2894517335510045,29.556196312064912,1.6352029603646372
LC100490,ALL,component,fuselage,30000006,Mid Body 3,148.97,0.0,100.0,0.07125725148329996,0.2613033081,12.227305342500001,8.969797332719665,-41.53591101723532,-0.7125023503963988
LC100490,ALL,component,fuselage,30000007,Mid Body 4,158.97,0.0,100.0,-0.080699253199,0.013819810300000008,42.269036756299,7.638797518463084,3.1510050700117063,-0.03593397263893072
LC100490,ALL,component,fuselage,30000008,Aft Body 1,168.97,0.0,100.0,0.014868126011599998,-0.09526716650000007,30.9887566256,10.34031443575243,16.3144284646296,-0.29507613080200557
LC100490,ALL,component,fuselage,30000009,Aft Body 2,178.97,0.0,100.0,2.972688006,-0.8607076019999993,20.028679319200002,-5.672697470669263,15.4349772834139,-2.758596099759785
LC100490,ALL,component,fuselage,30000010,Aft Body 3,186.985,0.0,100.0,-2.566401689,-0.7184482616,23.45901415965,2.0328938773047014,-17.10228089897373,-0.8028309607770439
LC100490,ALL,component,tail lh,70000004,Fin LH 4,188.1517863,-12.894,106.6768274,0.0,0.22920988,1.8718872,0.09632174224471157,-2.307363799894631,0.443230400681351
LC100490,ALL,component,tail lh,70000003,Fin LH 3,186.7453776,-10.46066667,105.6927033,0.0,0.3232430418,3.0827109,-1.2293973264887939,-7.5862426339641615,1.1936672583128072
LC100490,ALL,component,tail lh,70000002,Fin LH 2,185.3389688,-8.027333333,104.7085793,-2.93991e-05,0.1467560602,2.8013484,-1.1491383431327051,-6.837088366262833,0.8015925340593668
LC100490,ALL,component,tail lh,70000001,Fin LH 1,183.3349327,-4.56,103.30627,-0.0001972302,-0.112477141,3.927781,-3.233712652828471,-10.750970426237018,0.3452821965262096
LC100490,ALL,component,tail lower,60000004,Fin Lower 4,186.644473,0.0,90.83075,0.0,-1.255623554,0.8411085,-0.3464191140004971,-1.7806520166794826,1.0617861907460622
LC100490,ALL,component,tail lower,60000003,Fin Lower 3,185.3776247,0.0,93.025,0.0,-1.4168888407,0.9794266,-1.1360056281864104,-2.000278478602951,0.18184048331261238
LC100490,ALL,component,tail lower,60000002,Fin Lower 2,184.4322155,0.0,94.6625,-1.81021e-05,-1.532445545,1.4238363,-1.2214170568964846,-2.8836737430060566,-0.11271242530801828
LC100490,ALL,component,tail lower,60000001,Fin Lower 1,183.4868063,0.0,96.3,-7.88478e-05,-1.422980138,1.6750675,-1.2085872294439923,-3.4846565349080265,-0.4594711705187251
LC100490,ALL,component,tail rh,80000001,Fin RH 1,183.3349327,4.56,103.30627,-0.000194949707,1.5844252037,0.339607728,-0.4706111285553334,-9.956286355891535,0.05460000862495917
LC100490,ALL,component,tail rh,80000002,Fin RH 2,185.3389688,8.027333333,104.7085793,-1.57243609e-05,0.8458070388,0.3128331326,0.28141870147338466,-7.227118341453064,-0.9362016050764908
LC100490,ALL,component,tail rh,80000003,Fin RH 3,186.7453776,10.46066667,105.6927033,-7.6943e-06,0.7384893325,0.4761856449,0.40574179965487644,-8.095130057346381,-1.4289290598871105
LC100490,ALL,component,tail rh,80000004,Fin RH 4,188.1517863,12.894,106.6768274,5.442999999999996e-07,0.5651613108,-0.1389604368,-0.42978836185044855,-3.174406188633313,-0.7825132375139674
LC100490,FF,component,wing lh,40000006,LH Wing 6,158.4834695,-30.0,96.0,-0.2268896819,-0.10115396189999999,-22.2998120149,33.435824688652815,8.423848776013529,-1.0145183081982871
LC100490,FF,component,wing lh,40000005,LH Wing 5,155.4811919,-24.8,96.0,0.3268991729,0.1757264499,-36.036073018,103.99326619869521,47.59523066544716,1.0370424252451684
LC100490,FF,component,wing lh,40000004,LH Wing 4,152.4789144,-19.6,96.0,0.08764711830000001,0.05037324160000001,-35.067651241,91.89606659591777,53.88014392975856,-0.29104544767061924
LC100490,FF,component,wing lh,40000003,LH Wing 3,149.4766368,-14.4,96.0,0.04322259900000001,0.018147111,-39.740584206,97.33952642826796,58.2497430124713,-0.3510058518253856
LC100490,FF,component,wing lh,40000002,LH Wing 2,146.4743592,-9.2,96.0,-0.1120362441,-0.061990613,-49.2728649,128.69285024057007,79.46061924359856,-1.1576470684482096
LC100490,FF,component,wing lh,40000001,LH Wing 1,144.4628333,-5.716,96.0,-0.1375982812,-0.0811012936,-49.6259395,43.061364593318785,25.163226391508942,-0.9584294838106437
LC100490,FF,component,wing rh,50000001,RH Wing 1,144.4628333,5.716,96.0,-0.1351865894,0.079232965,-47.9589952,-41.72875331743302,23.67423960072847,0.9571354670731651
LC100490,FF,component,wing rh,50000002,RH Wing 2,146.4743592,9.2,96.0,-0.1110808566,0.061708042,-48.5088615,-127.10197627099001,77.91536089811416,1.1554841471532118
LC100490,FF,component,wing rh,50000003,RH Wing 3,149.4766368,14.4,96.0,0.0413652976,-0.017179833,-39.361480781,-96.401300017425,57.559853807935724,0.3598174417004545
LC100490,FF,component,wing rh,50000004,RH Wing 4,152.4789144,19.6,96.0,0.0834242456,-0.0478451722,-34.778749897,-91.18906529750461,53.435202714147636,0.311447986956761
LC100490,FF,component,wing rh,50000005,RH Wing 5,155.4811919,24.8,96.0,0.3032867441,-0.1653299552,-36.3167570367,-105.06498599248869,49.31975450831578,-0.8664357227108965
LC100490,FF,component,wing rh,50000006,RH Wing 6,158.4834695,30.0,96.0,-0.2004668489,0.0894132542,-21.96386822,-32.02321205563294,8.795319781525905,0.9614590484317524
LC100490,ALL,vehicle,vehicle,1,Nosecone,102.3575,0.0,100.0,8.099005095499999,0.5309237494000008,-1.04039922731,0.6486503985323537,3.8459522881142902,1.1082942507368756
LC100490,ALL,vehicle,vehicle,2,Fwd Body 1,108.97,0.0,100.0,-3.3064800682999995,0.39659210160000097,18.975057689979998,-1.851368170353659,2.426516297879971,-2.223783877077942
LC100490,ALL,vehicle,vehicle,3,Fwd Body 2,118.97,0.0,100.0,-4.680756216002,1.4642832889000001,44.130370345,3.7367128184145315,-33.175561846611345,-1.8304831180481074
LC100490,ALL,vehicle,vehicle,4,Mid Body 1,128.97,0.0,100.0,-0.064992537273,-0.2620618073999999,34.91427211703,8.727855797772168,19.6932799686374,1.5058589595497196
LC100490,ALL,vehicle,vehicle,5,Mid Body 2,138.97,0.0,100.0,-0.2642224806203,0.5774266573999999,-9.729461350200001,10.801101787461,152.8733404151376,1.6283305376902462
LC100490,ALL,vehicle,vehicle,6,Mid Body 3,148.97,0.0,100.0,0.6493973241833,0.2613293715,-263.0755335375,34.043448684743474,-66.33993300517614,-0.601699142407
LC100490,ALL,vehicle,vehicle,7,Mid Body 4,158.97,0.0,100.0,-0.609311918099,0.014661928700000014,-112.531583278301,14.759093590117992,-297.9585760765294,-0.1593332746800309
LC100490,ALL,vehicle,vehicle,8,Aft Body 1,168.97,0.0,100.0,0.014868126011599998,-0.09526716650000007,30.9887566256,10.34031443575243,16.3144284646296,-0.29507613080200557
LC100490,ALL,vehicle,vehicle,9,Aft Body 2,178.97,0.0,100.0,2.9721503195321,-1.2301274919999994,20.3699947192,-30.38712529931928,13.85730254842656,-4.542607198488099
LC100490,ALL,vehicle,vehicle,10,Aft Body 3,189.485,0.0,100.0,-2.5664054058,-1.6563517225,40.71053122835,-128.15495290748328,48.3193673373562,7.784140377053461
LC10110002,ALL,component,fuselage,30000001,Nosecone,102.3575,0.0,100.0,10.32149766,4.035548945,-15.024188385,-3.043113317574921,13.767199095826072,3.2081845490035334
LC10110002,ALL,component,fuselage,30000002,Fwd Body 1,108.97,0.0,100.0,-6.5813445622,26.429560878999997,-161.71523323899999,18.647596225689995,85.94968204000179,9.426959352519134
LC10110002,ALL,component,fuselage,30000003,Fwd Body 2,118.97,0.0,100.0,-5.2028842656,9.595450752800003,-132.4095496527,-4.984844343905934,22.232667818501795,-11.959119319663614
LC10110002,ALL,component,fuselage,30000004,Mid Body 1,128.97,0.0,100.0,0.0029603136999999994,0.8973167506999997,-88.7766266406,-20.483505749552904,-41.761401986472265,0.7420982238661082
LC10110002,ALL,component,fuselage,30000005,Mid Body 2,138.97,0.0,100.0,-0.0474986495,2.5233079432,-98.5093113815,-12.571785070497981,29.83882276384975,5.939970243665812
LC10110002,ALL,component,fuselage,30000006,Mid Body 3,148.97,0.0,100.0,-0.0635005853,2.8226259959999997,-91.63435848499999,-12.617354977869468,-43.69384452026861,-5.874471902574271
LC10110002,ALL,component,fuselage,30000007,Mid Body 4,158.97,0.0,100.0,-0.03459864199999999,3.7361863006,-98.219348062,-15.096641576469608,17.483552658270128,2.5409271249322956
LC10110002,ALL,component,fuselage,30000008,Aft Body 1,168.97,0.0,100.0,0.0844951665,4.1455423558,-88.88458937189999,-19.580267065421253,-55.706633612906444,-0.8955381138658822
LC10110002,ALL,component,fuselage,30000009,Aft Body 2,178.97,0.0,100.0,3.6392300939,5.691513511600002,-78.964561667,6.947363853486991,15.020813010993152,-2.2802922335034737
LC10110002,ALL,component,fuselage,30000010,Aft Body 3,186.985,0.0,100.0,-1.6336719884000002,0.3521206722999996,-42.816860619,-4.059610910094996,6.234398417303055,-13.565121102289297
LC10110002,ALL,component,tail lh,70000004,Fin LH 4,188.1517863,-12.894,106.6768274,0.0,-3.7183423685,-12.09449074,2.7265682936605344,-6.70481190702867,3.792633379977019
LC10110002,ALL,component,tail lh,70000003,Fin LH 3,186.7453776,-10.46066667,105.6927033,0.0,-5.3520730600999995,-18.3059509184,6.845173543525789,9.930783950464047,0.13516704574544747
LC10110002,ALL,component,tail lh,70000002,Fin LH 2,185.3389688,-8.027333333,104.7085793,0.0,-5.8940211498999995,-19.992287085,5.094440697476443,14.093654407311533,-1.348480226403126
LC10110002,ALL,component,tail lh,70000001,Fin LH 1,183.3349327,-4.56,103.30627,0.0,-5.8691932446,-23.84959236,25.39583470269031,35.409745146395835,-5.444663433657524
LC10110002,ALL,component,tail lower,60000004,Fin Lower 4,186.644473,0.0,90.83075,0.0,4.8861463154,-1.8649923,1.4613156668882539,3.948258285142117,-3.2032189988951814
LC10110002,ALL,component,tail lower,60000003,Fin Lower 3,185.3776247,0.0,93.025,0.0,6.7589944257,-2.1715646,6.275829293875063,4.434985482794332,-0.11098781728742324
LC10110002,ALL,component,tail lower,60000002,Fin Lower 2,184.4322155,0.0,94.6625,0.0,7.6734136169,-3.1567479,7.682923341883566,6.393354147127411,1.7520447761291962
LC10110002,ALL,component,tail lower,60000001,Fin Lower 1,183.4868063,0.0,96.3,0.0,8.0181170274,-3.713562,8.652589764378718,7.7255130389593205,3.6441182170453885
LC10110002,ALL,component,tail rh,80000001,Fin RH 1,183.3349327,4.56,103.30627,0.0,10.637352922,-35.77348194,-39.77550422875356,43.457293679624854,8.521357343832733
LC10110002,ALL,component,tail rh,80000002,Fin RH 2,185.3389688,8.027333333,104.7085793,0.0,10.091384981400001,-30.310758771,-6.9184133355342965,15.015179996067673,1.6698009174385788
LC10110002,ALL,component,tail rh,80000003,Fin RH 3,186.7453776,10.46066667,105.6927033,0.0,8.8522539491,-27.01675638,-9.793404390002252,9.50487020412038,-0.2416043561800052
LC10110002,ALL,component,tail rh,80000004,Fin RH 4,188.1517863,12.894,106.6768274,0.0,5.9413521351,-17.49774299,-4.352428427365112,-12.476046981782474,-6.14870266015032
LC10110002,CC,component,wing lh,40000001,LH Wing 1,146.164,-3.6555,96.0,0.0,0.0,-11.6333176,4.087580263100001,-9.500127450699665,0.0
LC10110002,CC,component,wing lh,40000002,LH Wing 2,150.1847,-4.0157,96.0,0.0,0.0,-16.84495372,-3.51593078542399,0.8235978105362847,0.0
LC10110002,CC,component,wing lh,40000003,LH Wing 3,156.1667,-4.5384,96.0,0.0,0.0,-8.68897561,-1.8185609817640014,-3.203071306327047,0.0
LC10110002,CC,component,wing lh,40000004,LH Wing 4,162.1482,-5.0619,96.0,0.0,0.0,-5.494636332,-1.4738295927167968,-1.5369728554243238,0.0
LC10110002,CC,component,wing lh,40000005,LH Wing 5,168.1297,-5.5854,96.0,0.0,0.0,-13.316274333800001,13.036365987288093,6.6430901587073095,0.0
LC10110002,CC,component,wing lh,40000006,LH Wing 6,174.1111,-6.1089,96.0,0.0,0.0,-10.227840396,-0.8304715102013986,0.1665195496304932,0.0
LC10110002,CC,component,wing rh,50000001,RH Wing 1,146.164,3.6555,96.0,0.0,0.0,-10.791625,-3.3791528415000016,-7.791231666999693,0.0
LC10110002,CC,component,wing rh,50000002,RH Wing 2,150.1847,4.0157,96.0,0.0,0.0,-15.6879862,5.507438391039997,-0.9727357536398813,0.0
LC10110002,CC,component,wing rh,50000003,RH Wing 3,156.1667,4.5384,96.0,0.0,0.0,-7.587471675,2.982607487470002,-2.9950484077273813,0.0
LC10110002,CC,component,wing rh,50000004,RH Wing 4,162.1482,5.0619,96.0,0.0,0.0,-4.564969319,1.8630637790921014,-1.1849484973748758,0.0
LC10110002,CC,component,wing rh,50000005,RH Wing 5,168.1297,5.5854,96.0,0.0,0.0,-9.9763453349,-8.681202553267951,4.654796764488765,0.0
LC10110002,CC,component,wing rh,50000006,RH Wing 6,174.1111,6.1089,96.0,0.0,0.0,-9.0106996451,1.8709175811124936,1.7069522147073712,0.0
LC10110002,ALL,vehicle,vehicle,1,Nosecone,102.3575,0.0,100.0,10.32149766,4.035548945,-15.024188385,-3.043113317574921,13.767199095826072,3.2081845490035334
LC10110002,ALL,vehicle,vehicle,2,Fwd Body 1,108.97,0.0,100.0,-6.5813445622,26.429560878999997,-161.71523323899999,18.647596225689995,85.94968204000179,9.426959352519134
LC10110002,ALL,vehicle,vehicle,3,Fwd Body 2,118.97,0.0,100.0,-5.2028842656,9.595450752800003,-132.4095496527,-4.984844343905934,22.232667818501795,-11.959119319663614
LC10110002,ALL,vehicle,vehicle,4,Mid Body 1,128.97,0.0,100.0,0.0029603136999999994,0.8973167506999997,-88.7766266406,-20.483505749552904,-41.761401986472265,0.7420982238661082
LC10110002,ALL,vehicle,vehicle,5,Mid Body 2,138.97,0.0,100.0,-0.0474986495,2.5233079432,-100.6474486815,-12.568719618497994,39.61697743495097,5.939970243665812
LC10110002,ALL,vehicle,vehicle,6,Mid Body 3,148.97,0.0,100.0,-0.0635005853,2.8226259959999997,-147.301065605,-1.6846724981895136,-59.91580887324744,-5.874471902574271
LC10110002,ALL,vehicle,vehicle,7,Mid Body 4,158.97,0.0,100.0,-0.03459864199999999,3.7361863006,-120.885848008,-4.218561006859602,5.6725216364902735,2.5409271249322956
LC10110002,ALL,vehicle,vehicle,8,Aft Body 1,168.97,0.0,100.0,0.0844951665,4.1455423558,-122.7113237036,10.113880698299965,-32.225988371355925,-0.8955381138658822
LC10110002,ALL,vehicle,vehicle,9,Aft Body 2,178.97,0.0,100.0,3.6392300939,18.377838751200002,-129.5976062451,-23.396079439881305,153.34127367606925,49.22189302515744
LC10110002,ALL,vehicle,vehicle,10,Aft Body 3,189.485,0.0,100.0,-1.6336719884000002,29.6911809826,-197.4587604934,-174.48191572039605,-497.25991479307413,-117.3205410366154
LC10110008,ALL,component,fuselage,30000001,Nosecone,102.3575,0.0,100.0,10.095811955,-3.4508922254999996,-15.1267830346,4.294833161408519,14.331582397931015,-1.51769045934941
LC10110008,ALL,component,fuselage,30000002,Fwd Body 1,108.97,0.0,100.0,-6.411253411000001,-28.684143785400007,-161.5873228229,-10.877722937444105,85.95264740827406,-16.901977031009665
LC10110008,ALL,component,fuselage,30000003,Fwd Body 2,118.97,0.0,100.0,-5.1347287441,-7.1852833570999985,-132.4549023187,-10.016295091018037,22.187189793761718,8.80745743932448
LC10110008,ALL,component,fuselage,30000004,Mid Body 1,128.97,0.0,100.0,-0.009385610199999998,-1.6417036456,-88.75049960566,-21.07454087817976,-41.69161543486189,2.739574511483738
LC10110008,ALL,component,fuselage,30000005,Mid Body 2,138.97,0.0,100.0,-0.0468152412,-2.4581924868,-98.539038237,-16.28500731273337,29.923898595834544,-5.666512013574447
LC10110008,ALL,component,fuselage,30000006,Mid Body 3,148.97,0.0,100.0,-0.06435412260000001,-2.8870177429,-91.6155211481,-25.703543489842332,-43.542525277232926,6.176071054009867
LC10110008,ALL,component,fuselage,30000007,Mid Body 4,158.97,0.0,100.0,-0.0346351779,-3.7313272222,-98.214372797,-18.468182608481072,17.52563350158198,-2.5538677524741615
LC10110008,ALL,component,fuselage,30000008,Aft Body 1,168.97,0.0,100.0,0.084332037,-4.2220570918,-88.87238199,-25.51322156107267,-55.697956394600624,0.4943531843165374
LC10110008,ALL,component,fuselage,30000009,Aft Body 2,178.97,0.0,100.0,3.5435616392,-7.015655627,-73.4639729142,23.19563020448095,-2.1058063033888175,-3.932660881792799
LC10110008,ALL,component,fuselage,30000010,Aft Body 3,186.985,0.0,100.0,-1.7824071223999998,1.0480102282,-40.2104231916,-1.9312560001696113,10.60303107695745,8.188212665620341
LC10110008,ALL,component,tail lh,70000004,Fin LH 4,188.1517863,-12.894,106.6768274,0.0,-5.9524664699,-17.62395368,4.282505451068232,-12.295743362578833,6.05159177681071
LC10110008,ALL,component,tail lh,70000003,Fin LH 3,186.7453776,-10.46066667,105.6927033,0.0,-8.8047460414,-26.851762375,9.874172998919448,9.376246876401638,0.35923139731380616
LC10110008,ALL,component,tail lh,70000002,Fin LH 2,185.3389688,-8.027333333,104.7085793,0.0,-10.1104922766,-30.42859151,7.012005351600237,15.055746599345184,-1.7372121357043397
LC10110008,ALL,component,tail lh,70000001,Fin LH 1,183.3349327,-4.56,103.30627,0.0,-10.6525541705,-35.688917561,39.923793545061926,43.069322494290645,-8.539176298697612
LC10110008,ALL,component,tail lower,60000004,Fin Lower 4,186.644473,0.0,90.83075,0.0,-4.8861405168,-1.8649923,-1.4613150933375891,3.948258285142117,3.2031986198253435
LC10110008,ALL,component,tail lower,60000003,Fin Lower 3,185.3776247,0.0,93.025,0.0,-6.7589733823,-2.1715646,-6.275805196333636,4.434985482794332,0.11093782929219742
LC10110008,ALL,component,tail lower,60000002,Fin Lower 2,184.4322155,0.0,94.6625,0.0,-7.6732289795,-3.1567479,-7.682737879000342,6.393354147127411,-1.7520045927265073
LC10110008,ALL,component,tail lower,60000001,Fin Lower 1,183.4868063,0.0,96.3,0.0,-8.0180623054,-3.713562,-8.652528282719686,7.7255130389593205,-3.6439939255008085
LC10110008,ALL,component,tail rh,80000001,Fin RH 1,183.3349327,4.56,103.30627,0.0,5.85944769,-23.94756064,-25.288802101141755,35.817452430511366,5.434720583911485
LC10110008,ALL,component,tail rh,80000002,Fin RH 2,185.3389688,8.027333333,104.7085793,0.0,5.8808904077,-19.88922344,-5.075902716619225,14.119266452931242,1.3077673189745838
LC10110008,ALL,component,tail rh,80000003,Fin RH 3,186.7453776,10.46066667,105.6927033,0.0,5.3807433645,-18.424394793,-6.791356320728369,9.94822141458053,-0.06248695903616408
